# a composite template for AGN polar dust emission from Lyu & Rieke 2018
# wavelength (micron)  flux(jy)     
      0.1173550      0.0000000
      0.1176250      0.0000000
      0.1178960      0.0000000
      0.1181680      0.0000000
      0.1184400      0.0000000
      0.1187130      0.0000000
      0.1189870      0.0000000
      0.1192610      0.0000000
      0.1195360      0.0000000
      0.1198120      0.0000000
      0.1200880      0.0000000
      0.1203650      0.0000000
      0.1206420      0.0000000
      0.1209210      0.0000000
      0.1211990      0.0000000
      0.1214790      0.0000000
      0.1217590      0.0000000
      0.1220390      0.0000000
      0.1223210      0.0000000
      0.1226030      0.0000000
      0.1228850      0.0000000
      0.1231690      0.0000000
      0.1234520      0.0000000
      0.1237370      0.0000000
      0.1240220      0.0000000
      0.1243080      0.0000000
      0.1245950      0.0000000
      0.1248820      0.0000000
      0.1251700      0.0000000
      0.1254580      0.0000000
      0.1257480      0.0000000
      0.1260380      0.0000000
      0.1263280      0.0000000
      0.1266190      0.0000000
      0.1269110      0.0000000
      0.1272040      0.0000000
      0.1274970      0.0000000
      0.1277910      0.0000000
      0.1280850      0.0000000
      0.1283810      0.0000000
      0.1286770      0.0000000
      0.1289730      0.0000000
      0.1292710      0.0000000
      0.1295690      0.0000000
      0.1298670      0.0000000
      0.1301670      0.0000000
      0.1304670      0.0000000
      0.1307680      0.0000000
      0.1310690      0.0000000
      0.1313710      0.0000000
      0.1316740      0.0000000
      0.1319770      0.0000000
      0.1322820      0.0000000
      0.1325870      0.0000000
      0.1328920      0.0000000
      0.1331990      0.0000000
      0.1335060      0.0000000
      0.1338140      0.0000000
      0.1341220      0.0000000
      0.1344310      0.0000000
      0.1347410      0.0000000
      0.1350520      0.0000000
      0.1353630      0.0000000
      0.1356750      0.0000000
      0.1359880      0.0000000
      0.1363010      0.0000000
      0.1366150      0.0000000
      0.1369300      0.0000000
      0.1372460      0.0000000
      0.1375620      0.0000000
      0.1378800      0.0000000
      0.1381970      0.0000000
      0.1385160      0.0000000
      0.1388350      0.0000000
      0.1391550      0.0000000
      0.1394760      0.0000000
      0.1397980      0.0000000
      0.1401200      0.0000000
      0.1404430      0.0000000
      0.1407670      0.0000000
      0.1410910      0.0000000
      0.1414170      0.0000000
      0.1417420      0.0000000
      0.1420690      0.0000000
      0.1423970      0.0000000
      0.1427250      0.0000000
      0.1430540      0.0000000
      0.1433840      0.0000000
      0.1437140      0.0000000
      0.1440460      0.0000000
      0.1443780      0.0000000
      0.1447100      0.0000000
      0.1450440      0.0000000
      0.1453780      0.0000000
      0.1457140      0.0000000
      0.1460490      0.0000000
      0.1463860      0.0000000
      0.1467240      0.0000000
      0.1470620      0.0000000
      0.1474010      0.0000000
      0.1477410      0.0000000
      0.1480810      0.0000000
      0.1484230      0.0000000
      0.1487650      0.0000000
      0.1491080      0.0000000
      0.1494510      0.0000000
      0.1497960      0.0000000
      0.1501410      0.0000000
      0.1504870      0.0000000
      0.1508340      0.0000000
      0.1511820      0.0000000
      0.1515310      0.0000000
      0.1518800      0.0000000
      0.1522300      0.0000000
      0.1525810      0.0000000
      0.1529330      0.0000000
      0.1532850      0.0000000
      0.1536380      0.0000000
      0.1539930      0.0000000
      0.1543480      0.0000000
      0.1547030      0.0000000
      0.1550600      0.0000000
      0.1554180      0.0000000
      0.1557760      0.0000000
      0.1561350      0.0000000
      0.1564950      0.0000000
      0.1568560      0.0000000
      0.1572170      0.0000000
      0.1575800      0.0000000
      0.1579430      0.0000000
      0.1583070      0.0000000
      0.1586720      0.0000000
      0.1590380      0.0000000
      0.1594040      0.0000000
      0.1597720      0.0000000
      0.1601400      0.0000000
      0.1605090      0.0000000
      0.1608790      0.0000000
      0.1612500      0.0000000
      0.1616220      0.0000000
      0.1619940      0.0000000
      0.1623680      0.0000000
      0.1627420      0.0000000
      0.1631170      0.0000000
      0.1634930      0.0000000
      0.1638700      0.0000000
      0.1642480      0.0000000
      0.1646270      0.0000000
      0.1650060      0.0000000
      0.1653860      0.0000000
      0.1657680      0.0000000
      0.1661500      0.0000000
      0.1665330      0.0000000
      0.1669170      0.0000000
      0.1673020      0.0000000
      0.1676870      0.0000000
      0.1680740      0.0000000
      0.1684610      0.0000000
      0.1688500      0.0000000
      0.1692390      0.0000000
      0.1696290      0.0000000
      0.1700200      0.0000000
      0.1704120      0.0000000
      0.1708050      0.0000000
      0.1711990      0.0000000
      0.1715930      0.0000000
      0.1719890      0.0000000
      0.1723850      0.0000000
      0.1727830      0.0000000
      0.1731810      0.0000000
      0.1735800      0.0000000
      0.1739800      0.0000000
      0.1743810      0.0000000
      0.1747830      0.0000000
      0.1751860      0.0000000
      0.1755900      0.0000000
      0.1759950      0.0000000
      0.1764010      0.0000000
      0.1768070      0.0000000
      0.1772150      0.0000000
      0.1776230      0.0000000
      0.1780330      0.0000000
      0.1784430      0.0000000
      0.1788550      0.0000000
      0.1792670      0.0000000
      0.1796800      0.0000000
      0.1800940      0.0000000
      0.1805090      0.0000000
      0.1809260      0.0000000
      0.1813430      0.0000000
      0.1817610      0.0000000
      0.1821800      0.0000000
      0.1826000      0.0000000
      0.1830210      0.0000000
      0.1834430      0.0000000
      0.1838650      0.0000000
      0.1842890      0.0000000
      0.1847140      0.0000000
      0.1851400      0.0000000
      0.1855670      0.0000000
      0.1859950      0.0000000
      0.1864230      0.0000000
      0.1868530      0.0000000
      0.1872840      0.0000000
      0.1877150      0.0000000
      0.1881480      0.0000000
      0.1885820      0.0000000
      0.1890170      0.0000000
      0.1894520      0.0000000
      0.1898890      0.0000000
      0.1903270      0.0000000
      0.1907660      0.0000000
      0.1912050      0.0000000
      0.1916460      0.0000000
      0.1920880      0.0000000
      0.1925310      0.0000000
      0.1929740      0.0000000
      0.1934190      0.0000000
      0.1938650      0.0000000
      0.1943120      0.0000000
      0.1947600      0.0000000
      0.1952090      0.0000000
      0.1956590      0.0000000
      0.1961100      0.0000000
      0.1965620      0.0000000
      0.1970150      0.0000000
      0.1974700      0.0000000
      0.1979250      0.0000000
      0.1983810      0.0000000
      0.1988380      0.0000000
      0.1992970      0.0000000
      0.1997560      0.0000000
      0.2002170      0.0000000
      0.2006780      0.0000000
      0.2011410      0.0000000
      0.2016040      0.0000000
      0.2020690      0.0000000
      0.2025350      0.0000000
      0.2030020      0.0000000
      0.2034700      0.0000000
      0.2039390      0.0000000
      0.2044090      0.0000000
      0.2048800      0.0000000
      0.2053530      0.0000000
      0.2058260      0.0000000
      0.2063000      0.0000000
      0.2067760      0.0000000
      0.2072530      0.0000000
      0.2077300      0.0000000
      0.2082090      0.0000000
      0.2086890      0.0000000
      0.2091700      0.0000000
      0.2096520      0.0000000
      0.2101360      0.0000000
      0.2106200      0.0000000
      0.2111060      0.0000000
      0.2115920      0.0000000
      0.2120800      0.0000000
      0.2125690      0.0000000
      0.2130590      0.0000000
      0.2135500      0.0000000
      0.2140420      0.0000000
      0.2145360      0.0000000
      0.2150310      0.0000000
      0.2155260      0.0000000
      0.2160230      0.0000000
      0.2165210      0.0000000
      0.2170200      0.0000000
      0.2175200      0.0000000
      0.2180220      0.0000000
      0.2185250      0.0000000
      0.2190280      0.0000000
      0.2195330      0.0000000
      0.2200390      0.0000000
      0.2205460      0.0000000
      0.2210550      0.0000000
      0.2215640      0.0000000
      0.2220750      0.0000000
      0.2225870      0.0000000
      0.2231000      0.0000000
      0.2236150      0.0000000
      0.2241300      0.0000000
      0.2246470      0.0000000
      0.2251650      0.0000000
      0.2256840      0.0000000
      0.2262040      0.0000000
      0.2267250      0.0000000
      0.2272480      0.0000000
      0.2277720      0.0000000
      0.2282970      0.0000000
      0.2288230      0.0000000
      0.2293510      0.0000000
      0.2298790      0.0000000
      0.2304090      0.0000000
      0.2309400      0.0000000
      0.2314730      0.0000000
      0.2320060      0.0000000
      0.2325410      0.0000000
      0.2330770      0.0000000
      0.2336150      0.0000000
      0.2341530      0.0000000
      0.2346930      0.0000000
      0.2352340      0.0000000
      0.2357760      0.0000000
      0.2363200      0.0000000
      0.2368650      0.0000000
      0.2374110      0.0000000
      0.2379580      0.0000000
      0.2385060      0.0000000
      0.2390560      0.0000000
      0.2396070      0.0000000
      0.2401600      0.0000000
      0.2407130      0.0000000
      0.2412680      0.0000000
      0.2418240      0.0000000
      0.2423820      0.0000000
      0.2429410      0.0000000
      0.2435010      0.0000000
      0.2440620      0.0000000
      0.2446240      0.0000000
      0.2451890      0.0000000
      0.2457540      0.0000000
      0.2463200      0.0000000
      0.2468880      0.0000000
      0.2474570      0.0000000
      0.2480280      0.0000000
      0.2485990      0.0000000
      0.2491720      0.0000000
      0.2497470      0.0000000
      0.2503230      0.0000000
      0.2509000      0.0000000
      0.2514780      0.0000000
      0.2520580      0.0000000
      0.2526390      0.0000000
      0.2532210      0.0000000
      0.2538050      0.0000000
      0.2543900      0.0000000
      0.2549760      0.0000000
      0.2555640      0.0000000
      0.2561530      0.0000000
      0.2567440      0.0000000
      0.2573360      0.0000000
      0.2579290      0.0000000
      0.2585230      0.0000000
      0.2591200      0.0000000
      0.2597170      0.0000000
      0.2603160      0.0000000
      0.2609150      0.0000000
      0.2615170      0.0000000
      0.2621200      0.0000000
      0.2627240      0.0000000
      0.2633300      0.0000000
      0.2639370      0.0000000
      0.2645450      0.0000000
      0.2651550      0.0000000
      0.2657660      0.0000000
      0.2663790      0.0000000
      0.2669930      0.0000000
      0.2676090      0.0000000
      0.2682250      0.0000000
      0.2688440      0.0000000
      0.2694640      0.0000000
      0.2700850      0.0000000
      0.2707070      0.0000000
      0.2713310      0.0000000
      0.2719570      0.0000000
      0.2725840      0.0000000
      0.2732120      0.0000000
      0.2738420      0.0000000
      0.2744730      0.0000000
      0.2751060      0.0000000
      0.2757400      0.0000000
      0.2763760      0.0000000
      0.2770130      0.0000000
      0.2776510      0.0000000
      0.2782920      0.0000000
      0.2789330      0.0000000
      0.2795760      0.0000000
      0.2802210      0.0000000
      0.2808670      0.0000000
      0.2815140      0.0000000
      0.2821630      0.0000000
      0.2828130      0.0000000
      0.2834650      0.0000000
      0.2841190      0.0000000
      0.2847740      0.0000000
      0.2854300      0.0000000
      0.2860880      0.0000000
      0.2867480      0.0000000
      0.2874090      0.0000000
      0.2880710      0.0000000
      0.2887350      0.0000000
      0.2894010      0.0000000
      0.2900680      0.0000000
      0.2907370      0.0000000
      0.2914070      0.0000000
      0.2920790      0.0000000
      0.2927520      0.0000000
      0.2934270      0.0000000
      0.2941030      0.0000000
      0.2947810      0.0000000
      0.2954610      0.0000000
      0.2961420      0.0000000
      0.2968250      0.0000000
      0.2975090      0.0000000
      0.2981950      0.0000000
      0.2988820      0.0000000
      0.2995710      0.0000000
      0.3002620      0.0000000
      0.3009540      0.0000000
      0.3016480      0.0000000
      0.3023430      0.0000000
      0.3030400      0.0000000
      0.3037390      0.0000000
      0.3044390      0.0000000
      0.3051410      0.0000000
      0.3058440      0.0000000
      0.3065490      0.0000000
      0.3072560      0.0000000
      0.3079640      0.0000000
      0.3086740      0.0000000
      0.3093860      0.0000000
      0.3100990      0.0000000
      0.3108140      0.0000000
      0.3115300      0.0000000
      0.3122480      0.0000000
      0.3129680      0.0000000
      0.3136900      0.0000000
      0.3144130      0.0000000
      0.3151370      0.0000000
      0.3158640      0.0000000
      0.3165920      0.0000000
      0.3173220      0.0000000
      0.3180530      0.0000000
      0.3187870      0.0000000
      0.3195210      0.0000000
      0.3202580      0.0000000
      0.3209960      0.0000000
      0.3217360      0.0000000
      0.3224780      0.0000000
      0.3232210      0.0000000
      0.3239670      0.0000000
      0.3247130      0.0000000
      0.3254620      0.0000000
      0.3262120      0.0000000
      0.3269640      0.0000000
      0.3277180      0.0000000
      0.3284730      0.0000000
      0.3292300      0.0000000
      0.3299890      0.0000000
      0.3307500      0.0000000
      0.3315130      0.0000000
      0.3322770      0.0000000
      0.3330430      0.0000000
      0.3338110      0.0000000
      0.3345800      0.0000000
      0.3353510      0.0000000
      0.3361240      0.0000000
      0.3368990      0.0000000
      0.3376760      0.0000000
      0.3384540      0.0000000
      0.3392350      0.0000000
      0.3400170      0.0000000
      0.3408000      0.0000000
      0.3415860      0.0000000
      0.3423730      0.0000000
      0.3431630      0.0000000
      0.3439540      0.0000000
      0.3447470      0.0000000
      0.3455410      0.0000000
      0.3463380      0.0000000
      0.3471360      0.0000000
      0.3479370      0.0000000
      0.3487390      0.0000000
      0.3495430      0.0000000
      0.3503480      0.0000000
      0.3511560      0.0000000
      0.3519650      0.0000000
      0.3527770      0.0000000
      0.3535900      0.0000000
      0.3544050      0.0000000
      0.3552220      0.0000000
      0.3560410      0.0000000
      0.3568620      0.0000000
      0.3576840      0.0000000
      0.3585090      0.0000000
      0.3593350      0.0000000
      0.3601640      0.0000000
      0.3609940      0.0000000
      0.3618260      0.0000000
      0.3626600      0.0000000
      0.3634960      0.0000000
      0.3643340      0.0000000
      0.3651740      0.0000000
      0.3660160      0.0000000
      0.3668600      0.0000000
      0.3677050      0.0000000
      0.3685530      0.0000000
      0.3694030      0.0000000
      0.3702540      0.0000000
      0.3711080      0.0000000
      0.3719630      0.0000000
      0.3728210      0.0000000
      0.3736800      0.0000000
      0.3745420      0.0000000
      0.3754050      0.0000000
      0.3762700      0.0000000
      0.3771380      0.0000000
      0.3780070      0.0000000
      0.3788790      0.0000000
      0.3797520      0.0000000
      0.3806270      0.0000000
      0.3815050      0.0000000
      0.3823840      0.0000000
      0.3832660      0.0000000
      0.3841490      0.0000000
      0.3850350      0.0000000
      0.3859220      0.0000000
      0.3868120      0.0000000
      0.3877040      0.0000000
      0.3885970      0.0000000
      0.3894930      0.0000000
      0.3903910      0.0000000
      0.3912910      0.0000000
      0.3921930      0.0000000
      0.3930970      0.0000000
      0.3940030      0.0000000
      0.3949120      0.0000000
      0.3958220      0.0000000
      0.3967350      0.0000000
      0.3976490      0.0000000
      0.3985660      0.0000000
      0.3994850      0.0000000
      0.4004050      0.0000000
      0.4013290      0.0000000
      0.4022540      0.0000000
      0.4031810      0.0000000
      0.4041100      0.0000000
      0.4050420      0.0000000
      0.4059760      0.0000000
      0.4069120      0.0000000
      0.4078500      0.0000000
      0.4087900      0.0000000
      0.4097320      0.0000000
      0.4106770      0.0000000
      0.4116230      0.0000000
      0.4125720      0.0000000
      0.4135230      0.0000000
      0.4144770      0.0000000
      0.4154320      0.0000000
      0.4163900      0.0000000
      0.4173500      0.0000000
      0.4183120      0.0000000
      0.4192760      0.0000000
      0.4202420      0.0000000
      0.4212110      0.0000000
      0.4221820      0.0000000
      0.4231550      0.0000000
      0.4241310      0.0000000
      0.4251090      0.0000000
      0.4260890      0.0000000
      0.4270710      0.0000000
      0.4280550      0.0000000
      0.4290420      0.0000000
      0.4300310      0.0000000
      0.4310230      0.0000000
      0.4320160      0.0000000
      0.4330120      0.0000000
      0.4340100      0.0000000
      0.4350110      0.0000000
      0.4360140      0.0000000
      0.4370190      0.0000000
      0.4380260      0.0000000
      0.4390360      0.0000000
      0.4400480      0.0000000
      0.4410620      0.0000000
      0.4420790      0.0000000
      0.4430980      0.0000000
      0.4441200      0.0000000
      0.4451440      0.0000000
      0.4461700      0.0000000
      0.4471980      0.0000000
      0.4482290      0.0000000
      0.4492620      0.0000000
      0.4502980      0.0000000
      0.4513360      0.0000000
      0.4523770      0.0000000
      0.4534190      0.0000000
      0.4544650      0.0000000
      0.4555120      0.0000000
      0.4565620      0.0000000
      0.4576150      0.0000000
      0.4586700      0.0000000
      0.4597270      0.0000000
      0.4607870      0.0000000
      0.4618490      0.0000000
      0.4629140      0.0000000
      0.4639810      0.0000000
      0.4650500      0.0000000
      0.4661230      0.0000000
      0.4671970      0.0000000
      0.4682740      0.0000000
      0.4693530      0.0000000
      0.4704350      0.0000000
      0.4715200      0.0000000
      0.4726070      0.0000000
      0.4736960      0.0000000
      0.4747880      0.0000000
      0.4758830      0.0000000
      0.4769800      0.0000000
      0.4780790      0.0000000
      0.4791810      0.0000000
      0.4802860      0.0000000
      0.4813930      0.0000000
      0.4825030      0.0000000
      0.4836150      0.0000000
      0.4847300      0.0000000
      0.4858480      0.0000000
      0.4869680      0.0000000
      0.4880900      0.0000000
      0.4892150      0.0000000
      0.4903430      0.0000000
      0.4914730      0.0000000
      0.4926060      0.0000000
      0.4937420      0.0000000
      0.4948800      0.0000000
      0.4960210      0.0000000
      0.4971640      0.0000000
      0.4983100      0.0000000
      0.4994590      0.0000000
      0.5006110      0.0000000
      0.5017650      0.0000000
      0.5029210      0.0000000
      0.5040810      0.0000000
      0.5052430      0.0000000
      0.5064070      0.0000000
      0.5075750      0.0000000
      0.5087450      0.0000000
      0.5099180      0.0000000
      0.5110930      0.0000000
      0.5122710      0.0000000
      0.5134520      0.0000000
      0.5146360      0.0000000
      0.5158220      0.0000000
      0.5170110      0.0000000
      0.5182030      0.0000000
      0.5193980      0.0000000
      0.5205950      0.0000000
      0.5217950      0.0000000
      0.5229980      0.0000000
      0.5242040      0.0000000
      0.5254120      0.0000000
      0.5266230      0.0000000
      0.5278370      0.0000000
      0.5290540      0.0000000
      0.5302740      0.0000000
      0.5314960      0.0000000
      0.5327210      0.0000000
      0.5339490      0.0000000
      0.5351800      0.0000000
      0.5364140      0.0000000
      0.5376510      0.0000000
      0.5388900      0.0000000
      0.5401320      0.0000000
      0.5413770      0.0000000
      0.5426250      0.0000000
      0.5438760      0.0000000
      0.5451300      0.0000000
      0.5463870      0.0000000
      0.5476460      0.0000000
      0.5489090      0.0000000
      0.5501740      0.0000000
      0.5514420      0.0000000
      0.5527140      0.0000000
      0.5539880      0.0000001
      0.5552650      0.0000001
      0.5565450      0.0000001
      0.5578280      0.0000001
      0.5591140      0.0000001
      0.5604020      0.0000001
      0.5616940      0.0000001
      0.5629890      0.0000001
      0.5642870      0.0000001
      0.5655880      0.0000001
      0.5668920      0.0000001
      0.5681980      0.0000001
      0.5695080      0.0000001
      0.5708210      0.0000001
      0.5721370      0.0000001
      0.5734560      0.0000001
      0.5747780      0.0000001
      0.5761030      0.0000001
      0.5774310      0.0000001
      0.5787620      0.0000001
      0.5800960      0.0000001
      0.5814330      0.0000001
      0.5827740      0.0000001
      0.5841170      0.0000001
      0.5854640      0.0000001
      0.5868140      0.0000001
      0.5881660      0.0000001
      0.5895220      0.0000001
      0.5908810      0.0000001
      0.5922430      0.0000001
      0.5936080      0.0000001
      0.5949770      0.0000001
      0.5963480      0.0000001
      0.5977230      0.0000001
      0.5991010      0.0000002
      0.6004820      0.0000002
      0.6018660      0.0000002
      0.6032540      0.0000002
      0.6046440      0.0000002
      0.6060380      0.0000002
      0.6074350      0.0000002
      0.6088360      0.0000002
      0.6102390      0.0000002
      0.6116460      0.0000002
      0.6130560      0.0000002
      0.6144690      0.0000002
      0.6158860      0.0000002
      0.6173050      0.0000002
      0.6187290      0.0000002
      0.6201550      0.0000002
      0.6215840      0.0000003
      0.6230170      0.0000003
      0.6244530      0.0000003
      0.6258930      0.0000003
      0.6273360      0.0000003
      0.6287820      0.0000003
      0.6302310      0.0000003
      0.6316840      0.0000003
      0.6331400      0.0000003
      0.6346000      0.0000003
      0.6360630      0.0000004
      0.6375290      0.0000004
      0.6389990      0.0000004
      0.6404720      0.0000004
      0.6419480      0.0000004
      0.6434280      0.0000004
      0.6449120      0.0000004
      0.6463980      0.0000004
      0.6478880      0.0000004
      0.6493820      0.0000005
      0.6508790      0.0000005
      0.6523790      0.0000005
      0.6538830      0.0000005
      0.6553900      0.0000005
      0.6569010      0.0000005
      0.6584150      0.0000005
      0.6599330      0.0000005
      0.6614550      0.0000006
      0.6629790      0.0000006
      0.6645080      0.0000006
      0.6660400      0.0000006
      0.6675750      0.0000006
      0.6691140      0.0000006
      0.6706560      0.0000007
      0.6722030      0.0000007
      0.6737520      0.0000007
      0.6753050      0.0000007
      0.6768620      0.0000007
      0.6784220      0.0000008
      0.6799860      0.0000008
      0.6815540      0.0000008
      0.6831250      0.0000008
      0.6846990      0.0000008
      0.6862780      0.0000009
      0.6878600      0.0000009
      0.6894460      0.0000009
      0.6910350      0.0000009
      0.6926280      0.0000010
      0.6942250      0.0000010
      0.6958250      0.0000010
      0.6974290      0.0000010
      0.6990370      0.0000011
      0.7006480      0.0000011
      0.7022630      0.0000011
      0.7038820      0.0000012
      0.7055050      0.0000012
      0.7071310      0.0000012
      0.7087620      0.0000013
      0.7103950      0.0000013
      0.7120330      0.0000013
      0.7136740      0.0000014
      0.7153200      0.0000014
      0.7169680      0.0000014
      0.7186210      0.0000015
      0.7202780      0.0000015
      0.7219380      0.0000015
      0.7236020      0.0000016
      0.7252710      0.0000016
      0.7269420      0.0000017
      0.7286180      0.0000017
      0.7302980      0.0000018
      0.7319810      0.0000018
      0.7336690      0.0000019
      0.7353600      0.0000019
      0.7370550      0.0000020
      0.7387540      0.0000020
      0.7404570      0.0000021
      0.7421640      0.0000021
      0.7438750      0.0000022
      0.7455900      0.0000023
      0.7473090      0.0000023
      0.7490310      0.0000024
      0.7507580      0.0000024
      0.7524890      0.0000025
      0.7542240      0.0000026
      0.7559620      0.0000026
      0.7577050      0.0000027
      0.7594520      0.0000028
      0.7612020      0.0000029
      0.7629570      0.0000029
      0.7647160      0.0000030
      0.7664780      0.0000031
      0.7682460      0.0000032
      0.7700160      0.0000033
      0.7717920      0.0000034
      0.7735710      0.0000035
      0.7753540      0.0000036
      0.7771410      0.0000036
      0.7789330      0.0000037
      0.7807290      0.0000038
      0.7825280      0.0000039
      0.7843320      0.0000040
      0.7861400      0.0000041
      0.7879530      0.0000042
      0.7897690      0.0000043
      0.7915900      0.0000044
      0.7934140      0.0000045
      0.7952430      0.0000045
      0.7970770      0.0000046
      0.7989140      0.0000047
      0.8007560      0.0000048
      0.8026020      0.0000049
      0.8044520      0.0000051
      0.8063060      0.0000052
      0.8081650      0.0000053
      0.8100280      0.0000054
      0.8118950      0.0000055
      0.8137670      0.0000056
      0.8156430      0.0000057
      0.8175230      0.0000059
      0.8194080      0.0000060
      0.8212970      0.0000061
      0.8231900      0.0000062
      0.8250880      0.0000064
      0.8269890      0.0000065
      0.8288960      0.0000067
      0.8308070      0.0000068
      0.8327220      0.0000069
      0.8346420      0.0000071
      0.8365660      0.0000072
      0.8384940      0.0000074
      0.8404270      0.0000076
      0.8423640      0.0000077
      0.8443060      0.0000079
      0.8462530      0.0000080
      0.8482030      0.0000082
      0.8501590      0.0000084
      0.8521190      0.0000086
      0.8540830      0.0000088
      0.8560520      0.0000089
      0.8580250      0.0000091
      0.8600030      0.0000093
      0.8619860      0.0000095
      0.8639730      0.0000097
      0.8659640      0.0000099
      0.8679610      0.0000102
      0.8699620      0.0000104
      0.8719670      0.0000106
      0.8739770      0.0000108
      0.8759920      0.0000110
      0.8780110      0.0000113
      0.8800350      0.0000115
      0.8820640      0.0000118
      0.8840970      0.0000120
      0.8861360      0.0000123
      0.8881780      0.0000125
      0.8902260      0.0000128
      0.8922780      0.0000131
      0.8943350      0.0000134
      0.8963960      0.0000137
      0.8984630      0.0000139
      0.9005340      0.0000142
      0.9026100      0.0000145
      0.9046910      0.0000149
      0.9067760      0.0000152
      0.9088660      0.0000155
      0.9109620      0.0000158
      0.9130610      0.0000162
      0.9151660      0.0000165
      0.9172760      0.0000169
      0.9193900      0.0000172
      0.9215100      0.0000176
      0.9236340      0.0000180
      0.9257630      0.0000184
      0.9278980      0.0000187
      0.9300360      0.0000191
      0.9321810      0.0000196
      0.9343300      0.0000200
      0.9364830      0.0000204
      0.9386420      0.0000208
      0.9408060      0.0000213
      0.9429750      0.0000217
      0.9451490      0.0000222
      0.9473270      0.0000227
      0.9495110      0.0000232
      0.9517000      0.0000237
      0.9538940      0.0000242
      0.9560930      0.0000247
      0.9582970      0.0000252
      0.9605060      0.0000256
      0.9627200      0.0000260
      0.9649390      0.0000265
      0.9671640      0.0000269
      0.9693930      0.0000274
      0.9716280      0.0000278
      0.9738680      0.0000283
      0.9761130      0.0000288
      0.9783630      0.0000293
      0.9806180      0.0000298
      0.9828790      0.0000303
      0.9851450      0.0000308
      0.9874160      0.0000313
      0.9896920      0.0000318
      0.9919730      0.0000323
      0.9942600      0.0000329
      0.9965520      0.0000334
      0.9988500      0.0000340
      1.0011500      0.0000346
      1.0034600      0.0000351
      1.0057700      0.0000357
      1.0080900      0.0000363
      1.0104200      0.0000369
      1.0127400      0.0000376
      1.0150800      0.0000382
      1.0174201      0.0000388
      1.0197600      0.0000395
      1.0221200      0.0000402
      1.0244700      0.0000408
      1.0268300      0.0000415
      1.0292000      0.0000422
      1.0315700      0.0000429
      1.0339500      0.0000436
      1.0363300      0.0000444
      1.0387200      0.0000451
      1.0411201      0.0000459
      1.0435200      0.0000467
      1.0459200      0.0000474
      1.0483299      0.0000482
      1.0507500      0.0000490
      1.0531700      0.0000499
      1.0556000      0.0000507
      1.0580300      0.0000516
      1.0604700      0.0000524
      1.0629200      0.0000533
      1.0653700      0.0000542
      1.0678200      0.0000551
      1.0702900      0.0000560
      1.0727500      0.0000570
      1.0752300      0.0000579
      1.0777100      0.0000589
      1.0801899      0.0000599
      1.0826800      0.0000609
      1.0851800      0.0000619
      1.0876800      0.0000630
      1.0901800      0.0000640
      1.0927000      0.0000651
      1.0952200      0.0000662
      1.0977401      0.0000673
      1.1002700      0.0000684
      1.1028100      0.0000696
      1.1053500      0.0000708
      1.1079000      0.0000720
      1.1104500      0.0000732
      1.1130100      0.0000744
      1.1155800      0.0000756
      1.1181500      0.0000769
      1.1207300      0.0000782
      1.1233100      0.0000795
      1.1259000      0.0000809
      1.1285000      0.0000822
      1.1311001      0.0000836
      1.1337000      0.0000850
      1.1363200      0.0000864
      1.1389400      0.0000879
      1.1415600      0.0000894
      1.1441900      0.0000909
      1.1468300      0.0000924
      1.1494800      0.0000939
      1.1521300      0.0000955
      1.1547800      0.0000971
      1.1574399      0.0000987
      1.1601100      0.0001004
      1.1627899      0.0001021
      1.1654700      0.0001038
      1.1681499      0.0001056
      1.1708500      0.0001073
      1.1735500      0.0001091
      1.1762500      0.0001110
      1.1789600      0.0001126
      1.1816800      0.0001140
      1.1844000      0.0001156
      1.1871300      0.0001171
      1.1898700      0.0001187
      1.1926100      0.0001202
      1.1953599      0.0001218
      1.1981200      0.0001234
      1.2008801      0.0001251
      1.2036500      0.0001267
      1.2064199      0.0001284
      1.2092100      0.0001301
      1.2119900      0.0001319
      1.2147900      0.0001336
      1.2175900      0.0001354
      1.2203900      0.0001372
      1.2232100      0.0001390
      1.2260300      0.0001409
      1.2288500      0.0001427
      1.2316900      0.0001446
      1.2345300      0.0001466
      1.2373700      0.0001485
      1.2402200      0.0001505
      1.2430800      0.0001525
      1.2459500      0.0001545
      1.2488199      0.0001566
      1.2517000      0.0001586
      1.2545800      0.0001607
      1.2574800      0.0001629
      1.2603800      0.0001650
      1.2632800      0.0001672
      1.2661901      0.0001695
      1.2691100      0.0001717
      1.2720400      0.0001740
      1.2749701      0.0001763
      1.2779100      0.0001786
      1.2808599      0.0001810
      1.2838100      0.0001834
      1.2867700      0.0001859
      1.2897300      0.0001883
      1.2927099      0.0001908
      1.2956899      0.0001934
      1.2986701      0.0001959
      1.3016700      0.0001985
      1.3046700      0.0002012
      1.3076800      0.0002039
      1.3106900      0.0002066
      1.3137100      0.0002093
      1.3167400      0.0002121
      1.3197800      0.0002149
      1.3228199      0.0002178
      1.3258700      0.0002207
      1.3289200      0.0002236
      1.3319900      0.0002266
      1.3350600      0.0002296
      1.3381400      0.0002326
      1.3412200      0.0002357
      1.3443100      0.0002388
      1.3474100      0.0002420
      1.3505200      0.0002452
      1.3536299      0.0002485
      1.3567500      0.0002518
      1.3598800      0.0002551
      1.3630100      0.0002585
      1.3661600      0.0002620
      1.3693000      0.0002654
      1.3724600      0.0002690
      1.3756200      0.0002725
      1.3788000      0.0002762
      1.3819700      0.0002798
      1.3851600      0.0002835
